topicid,type,qsid,qcount,qid,options,key,uid,ans,correct,mid,topicname,userid,user,name,group
OOPUY-POST,post,2,20,11,"41,44,43,42",42,458,42,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,458,46,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,458,51,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,458,54,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,458,57,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,458,61,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,458,67,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,458,70,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,458,74,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,458,78,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,459,1,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,459,8,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,459,9,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,459,15,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,459,19,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,459,24,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,459,25,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,459,30,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,459,35,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,459,39,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,459,41,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,459,46,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,459,51,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,459,53,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,459,60,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,459,61,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,459,65,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,459,70,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,459,73,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,459,80,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,461,3,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,461,7,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,461,9,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,461,14,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,461,17,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,461,21,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,461,25,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,461,30,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,461,35,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,461,39,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,461,41,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,461,46,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,461,51,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,461,55,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,461,59,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,461,64,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,461,67,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,461,70,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,461,73,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,461,78,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,462,3,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,462,8,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,462,9,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,462,15,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,462,17,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,462,24,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,462,25,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,462,30,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,462,35,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,462,40,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,462,41,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,462,46,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,462,51,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,462,53,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,462,60,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,462,63,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,462,67,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,462,70,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,462,73,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,462,78,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,464,3,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,464,7,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,464,12,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,464,13,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,464,19,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,464,21,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,464,26,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,464,30,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,464,33,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,464,40,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,464,42,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,464,46,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,464,51,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,464,54,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,464,57,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,464,61,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,464,67,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,464,69,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,464,74,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,464,78,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,465,3,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,465,7,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,465,11,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,465,15,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,465,19,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,465,21,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,465,25,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,465,30,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,465,35,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,465,39,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,465,42,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,465,46,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,465,51,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,465,56,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,465,57,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,465,61,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,465,67,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,465,70,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,465,74,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,465,79,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,467,4,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,467,7,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,467,9,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,467,14,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,467,17,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,467,24,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,467,25,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,467,30,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,467,35,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,467,38,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,467,41,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,467,46,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,467,51,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,467,54,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,467,57,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,467,61,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,467,67,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,467,69,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,467,74,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,467,78,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,468,3,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,468,5,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,468,11,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,468,15,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,468,19,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,468,21,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,468,25,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,468,30,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,468,35,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,468,38,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,468,42,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,468,46,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,468,49,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,468,53,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,468,57,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,468,61,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,468,67,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,468,70,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,468,73,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,468,78,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,469,3,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,469,7,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,469,11,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,469,15,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,469,19,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,469,21,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,469,25,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,469,30,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,469,35,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,469,40,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,469,41,0,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,469,46,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,469,49,0,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,469,54,0,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,469,57,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,469,61,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,469,67,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,469,70,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,469,73,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,469,79,0,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,470,3,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,470,6,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,470,12,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,470,15,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,470,19,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,470,24,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,470,28,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,470,30,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,470,35,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,470,37,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,470,41,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,470,46,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,470,49,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,470,53,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,470,60,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,470,62,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,470,67,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,470,69,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,470,73,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,470,78,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,471,3,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,471,8,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,471,9,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,471,15,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,471,17,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,471,24,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,471,25,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,471,30,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,471,36,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,471,40,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,471,41,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,471,46,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,471,51,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,471,53,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,471,57,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,471,61,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,471,67,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,471,70,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,471,73,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,471,78,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
